wmo	CALVALUS_ID	date_Argo	hour_Argo	date_s3	hour_s3	n_cycle	doy	lon	lat	pixel_lat	pixel_lon	latitude	longitude	sla	PAR	MLD	GlbClr_412	GlbClr_443	GlbClr_490	GlbClr_555	GlbClr_670	iop_apig	iop_adet	iop_agelb	iop_bpart	iop_bwit	iop_adg	iop_atot	iop_btot	kd489	kdmin	kd_z90max	conc_tsm	conc_chl	unc_apig	unc_adet	unc_agelb	unc_bpart	unc_bwit	unc_adg	unc_atot	unc_btot	unc_tsm	unc_chl	unc_kd489	unc_kdmin	unc_kd_z90max	OAA	OZA	SAA	SZA	horizontal_wind_vector_1	horizontal_wind_vector_2	sea_level_pressure	total_ozone	humidity	total_columnar_water_vapour	S3b1_400	S3b2_412.5	S3b3_442.5	S3b4_490	S3b5_510	S3b6_560	S3b7_620	S3b8_665	S3b9_673.75	S3b10_681.25	S3b11_708.75	S3b12_753.75	Dens_pc1	Dens_pc2	Dens_pc3	Dens_pc4	Dens_pc5	Temp_pc1	Temp_pc2	Temp_pc3	Temp_pc4	Temp_pc5	Sal_pc1	Sal_pc2	Sal_pc3	Sal_pc4	Sal_pc5	Spy_pc1	Spy_pc2	Spy_pc3	Spy_pc4	Spy_pc5	X1	X3	X5	X7	X9	X11	X13	X15	X17	X19	X21	X23	X25	X27	X29	X31	X33	X35	X37	X39	X41	X43	X45	X47	X49	X51
6902545	000163_S3A_OL_1_EFR____20170429T103156_20170429T103356_20171017T110550_0119_017_108______MR1_R_NT_002.SEN3	29/4/17	04:11	29/4/17	10:33	120	119	13.466999	69.771	69.77551	13.465317	69.77552	13.465317	-10.2861	31.689	27	0.019	0.015	0.013	0.006	0.001	0.026093451	0.023237817	0.018494383	0.0772798	0.06030091	0.0417322	0.06782565	0.13758071	0.078623936	0.08258326	12.108991	0.31985408	0.47360042	0.003405778	0.00425661	0.001378893	0.009552293	0.012614536	0.005104634	0.002835214	0.011698432	0.020121304	0.05698025	0.002341253	0.002459154	0.3716472	55.381214	171.19922	6.465835	114.58215	-2.5821862	1.508924	1031.0862	0.007810106	8.09591	6.293524	0.006537591	0.006737671	0.00679013	0.006563839	0.004863766	0.003291661	0.000834715	0.000498013	0.00050253	0.000489797	0.000229581	6.55E-05	5.047344508	0.479659623	0.078925786	-0.006688057	-0.010961154	4.857087356	1.339039644	-0.351450752	-0.072807067	-0.113889759	5.565237598	-0.070530193	-0.09584956	-0.06462549	0.029327076	5.542356373	0.074309435	0.110677247	-0.115361154	0.015817013	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.00097	0.000962593	0.000933548	0.000904502	0.0009	0.0009	0.000897554	0.000881775	0.000865996	0.00086	0.00086	0.000857878	0.00085002	0.000842161
6903273	000165_S3A_OL_1_EFR____20170429T103356_20170429T103556_20171017T110557_0119_017_108______MR1_R_NT_002.SEN3	30/4/17	01:11	29/4/17	10:35	71	120	-4.402	65.428	65.43118	-4.39693	65.43118	-4.39693	-0.7016	36.402	89	0.02	0.016	0.013	0.006	0.001	0.10914119	1.1983241	0.7529889	0.002369302	0.041227512	1.951313	2.0604541	0.043596815	0.23129728	0.23025703	4.3429728	0.13188049	2.0976236	0.024113117	0.2251498	0.2743126	0.001012476	0.010678213	0.770414	1.0398929	0.026740335	0.045993377	0.43627745	0.014362126	0.014297532	0.28752503	53.555695	149.55641	44.11612	99.266365	-7.6690736	4.5489984	1017.3457	0.008045981	62.651398	6.459108	0.00238007	0.002451487	0.002470358	0.002234099	0.001977851	0.001598014	0.000749413	0.000506318	0.000494564	0.000484887	0.000284669	9.21E-05	6.192668847	0.39442351	0.052521609	-0.088763215	-0.040874598	2.448248974	1.747839071	-0.199173507	-0.162265294	-0.077837633	5.465898116	-0.269885087	0.012847935	0.018357916	-0.015614981	4.70709191	-0.202938036	0.009582913	-0.015720418	0.013829337	0.00112	0.00112	0.00112	0.001128207	0.001142	0.001155793	0.00116	0.00116	0.00116	0.00116	0.00116	0.00116	0.00116	0.00116	0.00116	0.00116	0.001152485	0.001140164	0.00113	0.00113	0.00113	0.00113	0.00113	0.001121948	0.001103221	0.001084494
6902549	000166_S3A_OL_1_EFR____20170429T103356_20170429T103556_20171017T110557_0119_017_108______MR1_R_NT_002.SEN3	30/4/17	21:27	29/4/17	10:34	183	120	1.458	68.488999	68.49106	1.454509	68.491066	1.454509	2.7505	30.878	45	0.02	0.016	0.013	0.006	0.001	0.010653092	0.026644249	0.010945014	0.10438157	0.02003253	0.037589263	0.048242353	0.1244141	0.0664781	0.07095726	14.092991	0.24163714	0.18654945	0.00202651	0.003147585	0.001107712	0.01305828	0.008753024	0.003739851	0.002795017	0.014067368	0.024195872	0.033207644	0.001811145	0.001933176	0.39470622	55.303047	157.10333	34.557373	103.9005	-7.072002	4.655539	1025.9462	0.007951715	22.387962	5.944688	0.010126666	0.010560616	0.010438823	0.008906726	0.005996564	0.003318207	0.000771613	0.00045541	0.000458997	0.000442999	0.000203863	5.78E-05	6.160806706	0.364843174	0.072990346	-0.077070764	-0.028656949	3.395398457	1.470442887	-0.313228314	-0.13053723	-0.066154332	5.804428933	-0.213686771	-0.009899025	0.013660327	-0.011646125	5.24694673	-0.165522484	0.012653271	-0.015296542	0.011455564	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00103	0.00101846	0.001002865	0.00099	0.00099	0.00099	0.00099	0.00099	0.000984351	0.00094539	0.000906429	0.000896432	0.000892158	0.000885984	0.00087787	0.00086988
6902544	000168_S3A_OL_1_EFR____20170504T114428_20170504T114628_20171017T164252_0119_017_180______MR1_R_NT_002.SEN3	3/5/17	22:19	4/5/17	11:45	143	123	-12.26	67.006	67.00975	-12.263747	67.00975	-12.263747	-0.6069	42.382	83	0.008	0.006	0.005	0.004	0.001	0.11103304	0.36727208	0.25933477	0.014010395	0.1421214	0.6266068	0.7376399	0.1561318	0.41972336	0.36033496	2.7751956	0.46467423	2.135451	0.019948343	0.055977862	0.038528048	0.007544338	0.027741363	0.07567406	0.10497448	0.037999067	0.06535839	0.35819736	0.023959521	0.02056939	0.16801019	51.851276	161.52594	21.000854	107.83028	2.2170043	2.9603243	1036.9191	0.006992709	60.420177	19.06114	0.001595	0.001667953	0.001806526	0.001932214	0.001921218	0.00179275	0.001100212	0.000788402	0.000788285	0.000800851	0.00051717	0.000168532	7.388971415	0.018752896	0.1797531	-0.028063464	0.003964696	-2.644317841	2.419298584	0.012016979	-0.361785168	0.033582545	4.79877434	-0.398870151	0.072432146	0.034665525	-0.031363529	2.988786805	-0.478305219	-0.095383611	0.038546889	-0.00806236	0.0013	0.0013	0.001330212	0.001436515	0.001474594	0.001512674	0.001558684	0.001611316	0.00166	0.00166	0.00166	0.00166	0.00166	0.00166	0.00166	0.00166	0.00166	0.00166	0.001657397	0.001605336	0.001553275	0.001526101	0.001507444	0.00149	0.00149	0.00149
6902545	000172_S3A_OL_1_EFR____20170508T095824_20170508T100024_20171017T210722_0119_017_236______MR1_R_NT_002.SEN3	9/5/17	04:08	8/5/17	10:00	121	129	12.45	70.346	70.34761	12.451052	70.34761	12.451052	-3.5962	35.105	104	0.011	0.01	0.01	0.007	0.001	0.049892843	0.009361042	0.028385965	0.49751416	0.2546347	0.037747007	0.08763985	0.75214887	0.11115729	0.111475945	8.970545	1.6450919	0.9293495	0.005615202	0.003171288	0.002861611	0.057426557	0.066426106	0.004874882	0.004765545	0.050937854	0.087613106	0.09584275	0.003235501	0.003244776	0.26893783	54.113937	160.26492	31.887245	105.906105	-3.4618106	-7.065369	1027.6116	0.008838086	75.20308	5.7415533	0.016855638	0.018249786	0.020308018	0.024928207	0.020351129	0.014283548	0.00337982	0.001939479	0.001822505	0.001765565	0.000998964	0.000287844	6.039460199	0.455438809	0.019061659	-0.105193317	-0.048020379	3.564549056	1.588903325	-0.227401486	-0.074241761	-0.102639981	5.806986805	-0.202049088	-0.020228712	0.009661929	-0.005755256	5.314235724	-0.103581161	0.060035322	-0.040407505	0.022429443	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.002672387	0.002664156	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266
6902545	000172_S3A_OL_1_EFR____20170510T104651_20170510T104851_20171017T232134_0119_017_265______MR1_R_NT_002.SEN3	9/5/17	04:08	10/5/17	10:48	121	129	12.45	70.346	70.35028	12.447418	70.35028	12.447418	-3.5962	35.105	104	0.011	0.01	0.01	0.007	0.001	0.040341623	0.02581495	0.0261929	0.19389656	0.16114451	0.05200785	0.09234947	0.3550411	0.09951963	0.10118975	9.882424	0.8330501	0.7450798	0.004956318	0.005068137	0.002131931	0.021342034	0.030069059	0.00652446	0.004083038	0.023829779	0.04098722	0.084175326	0.003212107	0.003266012	0.32960433	52.691574	174.52441	1.2847198	116.71647	-8.172647	-7.7377524	1019.91437	0.008532196	86.62783	6.184164	0.009387431	0.009963877	0.010163694	0.010868548	0.009383634	0.006476935	0.00180809	0.001098898	0.001065435	0.001038197	0.000542165	0.000156598	6.039460199	0.455438809	0.019061659	-0.105193317	-0.048020379	3.564179209	1.584617088	-0.220325542	-0.072732779	-0.103028059	5.806986805	-0.202049088	-0.020228712	0.009661929	-0.005755256	5.314235724	-0.103581161	0.060035322	-0.040407505	0.022429443	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.00268	0.002672387	0.002664156	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266	0.00266
6903273	000174_S3A_OL_1_EFR____20170511T102249_20170511T102449_20171018T002756_0119_017_279______MR1_R_NT_002.SEN3	10/5/17	02:09	11/5/17	10:24	72	130	-4.361	65.699	65.701515	-4.377086	65.701515	-4.377086	4.3832	46.13	33	0.011	0.009	0.009	0.005	0.001	0.7653423	1.6504892	0.5720109	1.7196598	1.1262721	2.2225	2.9878423	2.845932	2.73816	1.6622978	0.6015769	6.4492583	15.9011755	0.10108784	0.15045467	0.09990248	0.3107925	0.33087415	0.22355546	0.2296075	0.30251133	0.5203195	1.9368954	0.17045577	0.10348128	0.039935376	51.04513	145.68541	49.839344	96.71686	-5.4108586	-2.445705	1012.5968	0.008536475	81.07483	8.263384	0.001528093	0.001571492	0.001714057	0.001907146	0.001981014	0.002152009	0.001848686	0.00158298	0.001568832	0.001623996	0.001459041	0.000591761	5.853602541	0.369206481	0.140642957	-0.000110456	0.0100243	3.287100647	1.304185471	-0.346199881	-0.255149652	0.045933286	5.490134443	-0.275357163	0.021860592	0.023292475	-0.02037362	4.961564923	-0.248785593	-0.066735375	0.043663057	-0.013642612	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.0022	0.002193956	0.00218663	0.002169687	0.002061127	0.001952568	0.001786796	0.001596505	0.001428252	0.001414266	0.00140028	0.001292392	0.001182588	0.001105087	0.001070405	0.001035723
6902544	000179_S3A_OL_1_EFR____20170512T113705_20170512T113905_20171018T013559_0119_017_294______MR1_R_NT_002.SEN3	13/5/17	22:13	12/5/17	11:38	145	133	-11.963999	67.084999	67.08712	-11.969544	67.08712	-11.969544	3.4996	48.863	48	0.009	0.008	0.009	0.006	0.001	0.02992341	0.017335469	0.021400657	0.19585328	0.12846111	0.038736127	0.06865954	0.3243144	0.08269599	0.08585279	11.647845	0.73509705	0.5460983	0.00397695	0.004019319	0.001707876	0.020365454	0.026840558	0.005157867	0.00338479	0.021445643	0.036886506	0.06695012	0.002447951	0.002541398	0.3553155	49.98736	159.39838	25.672827	106.40785	-9.894053	-1.0052439	1014.5987	0.008504686	59.824306	8.026557	0.01189253	0.01286916	0.013512731	0.014639575	0.011673123	0.007610698	0.001900034	0.001121237	0.001076591	0.001042039	0.000561499	0.000161604	6.890168973	0.179879762	0.167507124	-0.011703698	0.031887458	-0.763784257	2.15800608	0.004130361	-0.408705096	0.02475726	4.905691256	-0.384915208	0.074578576	0.037968806	-0.039436965	3.445276143	-0.402875245	-0.107125692	0.057473245	-0.024492758	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.001670844	0.001675806	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.00168	0.001600534	0.001477331	0.001351785	0.001217428	0.001083071
6902550	000180_S3A_OL_1_EFR____20170512T113505_20170512T113705_20171018T013559_0119_017_294______MR1_R_NT_002.SEN3	13/5/17	23:19	12/5/17	11:35	185	134	-0.521	77.407	77.41083	-0.525465	77.41083	-0.525465	3.6057	43.477	10	0.003	0.002	0.002	0.004	0.001	0.47612417	0.67028123	0.11064325	0.38969874	5.3289976	0.7809245	1.2570486	5.7186966	1.7298561	1.1892405	0.8408728	17.190174	9.70618	0.055165183	0.06608134	0.029998293	0.19940881	0.76765835	0.07074805	0.0976399	0.57695264	0.9923585	1.0316942	0.09431746	0.064841315	0.048491072	59.235344	173.5866	28.556688	115.293846	-2.7188697	2.6498718	1027.8922	0.00875534	95.50961	6.0381446	0.003193773	0.003331868	0.003699665	0.004524951	0.004805343	0.005395607	0.004169921	0.003008816	0.00295155	0.003039696	0.002598036	0.000952406	6.501514824	-0.962947937	0.266542486	-0.071944824	0.088720579	-3.764713969	4.669658295	1.248424446	0.023920618	-0.638005325	4.00669523	0.773624274	-0.421194765	-0.031785545	0.159404216	2.260673157	0.788860407	0.486887391	-0.132661684	0.111497558	0.00218	0.00218	0.00218	0.00218	0.00218	0.00218	0.002024895	0.001734979	0.001482777	0.001436175	0.001389573	0.001197234	0.000899362	0.00067	0.00067	0.00067	0.000657339	0.00064121	0.000627694	0.000620132	0.000612571	0.00061	0.00061	0.00061	0.00061	0.000609577
6902548	000181_S3A_OL_1_EFR____20170514T104308_20170514T104508_20171018T034907_0119_017_322______MR1_R_NT_002.SEN3	14/5/17	21:19	14/5/17	10:44	186	134	3.679999	71.723	71.72507	3.686357	71.725075	3.686357	-0.5628	43.347	37	0.022	0.018	0.015	0.006	0.001	0.007839449	0.026837006	0.010113787	0.14169966	0.018583845	0.036950793	0.044790242	0.1602835	0.06532447	0.06964756	14.358006	0.30133334	0.13560517	0.001909552	0.003056363	0.001117387	0.017235141	0.008742423	0.003451643	0.00289137	0.017340045	0.029824879	0.03121677	0.001750894	0.001866766	0.39543667	53.65296	163.17311	29.350185	107.92402	-3.2945294	-0.3658066	1028.6965	0.008467875	45.113136	6.3286657	0.012799657	0.013385078	0.012913788	0.011272805	0.007538019	0.004196045	0.000953872	0.000556857	0.000551099	0.000530706	0.000256323	7.29E-05	6.89576379	0.135915196	0.143986164	-0.063640718	-0.020088202	2.434612491	1.553752845	-0.243356553	-0.133937653	-0.080622841	5.986918698	-0.171853813	-0.036260042	0.004663436	-0.000551499	5.090459169	-0.196585959	0.01802561	-0.027616045	0.020225941	0.00089	0.00089	0.00089	0.00089	0.00089	0.00089	0.000893649	0.000897594	0.0009	0.0009	0.0009	0.00090992	0.000921944	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093	0.00093
6902550	000184_S3A_OL_1_EFR____20170517T124524_20170517T124724_20171018T071231_0119_017_366______MR1_R_NT_002.SEN3	18/5/17	23:20	17/5/17	12:45	186	139	-0.868	77.140999	77.14283	-0.868026	77.14283	-0.868026	7.591	40.151	10	0.004	0.003	0.002	0.004	0.001	0.0643465	0.059431013	0.033892494	0.31356183	1.0693789	0.09332351	0.15767	1.3829406	0.17425929	0.17107587	5.84536	3.8544009	1.2108357	0.007495439	0.008563599	0.004324497	0.0846662	0.17778325	0.011096975	0.009641565	0.12401924	0.2133131	0.12942204	0.007411217	0.007275827	0.25964487	57.986397	-167.22342	1.1973047	131.5074	-6.405072	-1.8216114	1021.3331	0.007938561	104.05161	6.846651	0.010569511	0.011475976	0.013475996	0.017392159	0.016506841	0.014155545	0.00410467	0.002626444	0.002494519	0.002291259	0.001303299	0.000392626	7.602408322	-0.648663882	0.215415084	0.059240102	-0.054617765	-2.882122092	3.274210785	0.637605615	-0.629911218	-0.134305737	4.92614695	0.308904248	-0.036142712	-0.086503228	-0.071700316	3.041913228	0.236318897	-0.028669481	-0.050797374	-0.091218266	0.00507	0.00507	0.00507	0.00507	0.00507	0.00507	0.005067315	0.005063087	0.004711775	0.003422056	0.002132336	0.001549714	0.001448392	0.00134544	0.0012391	0.001132761	0.001106616	0.001091407	0.00106657	0.001012851	0.000959132	0.00095	0.00095	0.000921021	0.000841626	0.000762231
6902550	000184_S3A_OL_1_EFR____20170518T121932_20170518T122132_20171018T081844_0119_017_380______MR1_R_NT_002.SEN3	18/5/17	23:20	18/5/17	12:19	186	139	-0.868	77.140999	77.14515	-0.870187	77.14514	-0.870187	7.591	40.151	10	0.004	0.003	0.002	0.004	0.001	0.10045927	0.058278732	0.036300406	0.2577502	1.9025134	0.09457914	0.19503841	2.1602635	0.21807136	0.20511554	4.875301	6.3411217	1.9243715	0.010685639	0.009208464	0.00600397	0.12553447	0.35909677	0.011971146	0.013435261	0.22662285	0.3897913	0.18714222	0.011982162	0.011270291	0.28345332	57.542393	-174.44908	11.142	125.70549	-1.1415582	-0.7686488	1021.4509	0.007639202	90.12965	6.211965	0.013176491	0.014175979	0.016409996	0.021573289	0.021016191	0.018501481	0.005491178	0.003267732	0.003077099	0.002993823	0.001742535	0.000526587	7.602408322	-0.648663882	0.215415084	0.059240102	-0.054617765	-2.882491939	3.269924547	0.644681559	-0.628402236	-0.134693816	4.92614695	0.308904248	-0.036142712	-0.086503228	-0.071700316	3.041913228	0.236318897	-0.028669481	-0.050797374	-0.091218266	0.00507	0.00507	0.00507	0.00507	0.00507	0.00507	0.005067315	0.005063087	0.004711775	0.003422056	0.002132336	0.001549714	0.001448392	0.00134544	0.0012391	0.001132761	0.001106616	0.001091407	0.00106657	0.001012851	0.000959132	0.00095	0.00095	0.000921021	0.000841626	0.000762231
6901647	000186_S3A_OL_1_EFR____20170518T122332_20170518T122532_20171018T081845_0119_017_380______MR1_R_NT_002.SEN3	19/5/17	13:39	18/5/17	12:24	328	139	-26.015826	63.046969	63.048847	-26.01312	63.048847	-26.01312	-1.6622	43.812	127	0.026	0.021	0.017	0.007	0.001	0.03071578	0.015992315	0.020213846	0.23527537	0.19006024	0.036206163	0.06692194	0.42533562	0.08153057	0.084626436	11.816638	0.9938604	0.56114525	0.00398643	0.003868457	0.001614999	0.025138224	0.03497918	0.004940656	0.003338241	0.02803459	0.048219495	0.06711612	0.002406536	0.002497916	0.3594002	45.308826	154.40074	26.199898	104.60309	2.5740972	-12.341195	1019.23083	0.00860747	41.453968	8.552177	0.011740607	0.012756402	0.013777026	0.013610991	0.010076561	0.00630375	0.001551758	0.00091625	0.000884956	0.000851514	0.000446914	0.000128022	4.881272002	0.745092432	-0.105493888	-0.143094225	-0.076284142	4.848058031	1.279860301	-0.291341124	0.037561037	-0.100305465	5.456679508	-0.270026717	0.0123179	0.018561635	-0.015669224	5.473504973	-0.10065986	0.071078672	-0.043963213	0.023831287	0.00204	0.00205	0.001995	0.00205	0.00209	0.00208	0.002122857	0.00232	0.00234	0.00233375	0.00225	0.00199	0.00196	0.00196	0.00192	0.00184	0.00184	0.00191	0.00191	0.00192	0.00192	0.00185	0.00194	0.00194	0.00194	0.00191
6901647	000186_S3A_OL_1_EFR____20170520T131135_20170520T131335_20171018T103516_0119_018_024______MR1_R_NT_002.SEN3	19/5/17	13:39	20/5/17	13:12	328	139	-26.015826	63.046969	63.051056	-26.016384	63.051056	-26.016384	-1.6622	43.812	127	0.026	0.021	0.017	0.007	0.001	0.042886	0.06536659	0.041544538	0.19088009	0.2033917	0.10691112	0.14979713	0.3942718	0.13431221	0.13159902	7.5988407	0.95882803	0.7940127	0.006354273	0.008922301	0.003449343	0.024293086	0.03826153	0.010807869	0.006932243	0.030502705	0.052464653	0.10899531	0.005262705	0.005156395	0.3098844	43.234535	170.32622	17.569248	-64.75803	0.8793955	-2.1931057	1025.4646	0.008071128	31.375687	7.539251	0.006457258	0.006914314	0.00794749	0.009733592	0.00900139	0.007551084	0.0024773	0.001499489	0.001438385	0.001420959	0.000804856	0.000236456	4.881272002	0.745092432	-0.105493888	-0.143094225	-0.076284142	4.847688184	1.275574063	-0.284265181	0.03907002	-0.100693544	5.456679508	-0.270026717	0.0123179	0.018561635	-0.015669224	5.473504973	-0.10065986	0.071078672	-0.043963213	0.023831287	0.00204	0.00205	0.001995	0.00205	0.00209	0.00208	0.002122857	0.00232	0.00234	0.00233375	0.00225	0.00199	0.00196	0.00196	0.00192	0.00184	0.00184	0.00191	0.00191	0.00192	0.00192	0.00185	0.00194	0.00194	0.00194	0.00191
6902548	000188_S3A_OL_1_EFR____20170519T101323_20170519T101523_20171018T091838_0119_018_008______MR1_R_NT_002.SEN3	19/5/17	23:12	19/5/17	10:14	187	140	4.006	71.884999	71.88659	4.00278	71.88659	4.00278	4.7122	48.036	61	0.013	0.011	0.011	0.005	0.001	0.00351865	0.0165634	0.004783897	0.1301715	0.002712159	0.021347297	0.024865948	0.13288365	0.049018897	0.051550493	19.398457	0.23230267	0.058945466	0.000878017	0.002039108	0.000670258	0.027413322	0.001521495	0.001866411	0.002245219	0.013847323	0.023817396	0.013914338	0.001201367	0.001263412	0.48736662	53.491222	154.70282	43.052746	101.20988	-0.3627416	-2.4797344	1019.1889	0.007637113	29.49918	8.693696	0.01547301	0.016213218	0.015129233	0.012514636	0.007939798	0.004194961	0.000846043	0.000478346	0.00047634	0.000461269	0.000218288	6.11E-05	6.471782685	0.305281076	0.093677085	-0.072666338	-0.029486351	3.073186216	1.550895605	-0.162821201	-0.125589703	-0.075382883	5.928861737	-0.181955677	-0.026985291	0.009250795	-0.005761837	5.247517783	-0.136924306	0.030040695	-0.021480512	0.014496495	0.00131	0.00131	0.001310282	0.001329091	0.0013479	0.001366708	0.001392098	0.001418884	0.001438254	0.001452363	0.001466473	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.001432527	0.0013897	0.001352066	0.001318856	0.001285646
6902548	000188_S3A_OL_1_EFR____20170519T115337_20170519T115537_20171018T092314_0119_018_009______MR1_R_NT_002.SEN3	19/5/17	23:12	19/5/17	11:54	187	140	4.006	71.884999	71.88902	4.002515	71.88902	4.002515	4.7122	48.036	61	0.013	0.011	0.011	0.005	0.001	0.013420844	0.025363158	0.013155926	0.14915277	0.01871832	0.038519084	0.051939927	0.16787109	0.071430594	0.07546382	13.251384	0.31456956	0.23719762	0.0023888	0.003389321	0.001398905	0.018511454	0.008753636	0.003951374	0.003139959	0.01677934	0.028860467	0.03940273	0.002004439	0.002117617	0.38258776	52.065613	-175.69011	12.200786	-55.227192	0.39801916	-1.4334176	1019.55865	0.007568659	30.210777	8.909493	0.010400899	0.01079282	0.0106625	0.009261295	0.006090083	0.003277483	0.000674323	0.00038873	0.00038664	0.000378157	0.000173891	4.76E-05	6.471782685	0.305281076	0.093677085	-0.072666338	-0.029486351	3.072816369	1.546609367	-0.155745258	-0.124080721	-0.075770962	5.928861737	-0.181955677	-0.026985291	0.009250795	-0.005761837	5.247517783	-0.136924306	0.030040695	-0.021480512	0.014496495	0.00131	0.00131	0.001310282	0.001329091	0.0013479	0.001366708	0.001392098	0.001418884	0.001438254	0.001452363	0.001466473	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.00147	0.001432527	0.0013897	0.001352066	0.001318856	0.001285646
6902544	000193_S3A_OL_1_EFR____20170522T121750_20170522T121950_20171018T125021_0119_018_052______MR1_R_NT_002.SEN3	23/5/17	22:17	22/5/17	12:18	147	143	-11.634	67.252	67.25562	-11.639849	67.25562	-11.639849	4.9719	52.446	10	0.013	0.011	0.01	0.007	0.001	2.2262397	5.033128	1.6120414	3.3576393	12.605841	6.6451693	8.871408	15.96348	7.8141594	3.9634926	0.25230274	44.853245	48.271866	0.19078971	0.43122196	0.21063946	0.5191149	1.2049222	0.47736096	0.51118165	1.452135	2.497672	3.7496994	0.37424284	0.1898232	0.012691328	46.93868	172.21288	6.239176	-63.96958	-3.2604406	3.389024	1016.85126	0.00706126	35.922802	10.686124	0.001649853	0.001764505	0.002070465	0.002615231	0.002866032	0.003533711	0.003639723	0.003131603	0.003065431	0.003243485	0.003655937	0.001933424	6.679686231	0.040189517	0.163879239	-0.038801561	0.034519786	-0.167705885	1.552616209	-0.28211092	-0.225695319	0.007264198	4.868357153	-0.365185477	0.065189236	0.041594514	-0.039134762	3.530008722	-0.479949477	-0.113025543	0.042297335	-0.026848803	0.004	0.004	0.004	0.004	0.004	0.004	0.003569091	0.002944585	0.002391265	0.002211673	0.002032082	0.001861184	0.001693837	0.001558696	0.001515217	0.001471739	0.001422341	0.001370754	0.001314683	0.001241747	0.00116881	0.001115456	0.001074888	0.001038866	0.001030769	0.001022672
6901647	000195_S3A_OL_1_EFR____20170525T124202_20170525T124402_20171018T161154_0119_018_095______MR1_R_NT_002.SEN3	25/5/17	13:33	25/5/17	12:42	330	145	-25.908068	63.147012	63.150074	-25.912771	63.15007	-25.912771	-1.0664	53.895	10	0.011	0.01	0.01	0.008	0.001	0.06633525	0.04793613	0.050207127	0.63192123	0.656711	0.09814326	0.16447851	1.2886322	0.1653007	0.15483761	6.4583793	3.1227086	1.2497797	0.00788414	0.006815807	0.005535653	0.09878404	0.14426455	0.011757786	0.010258022	0.105455674	0.18138376	0.13640924	0.005818414	0.005450124	0.23562193	43.23765	160.13593	9.642814	108.719795	0.7355539	-5.384635	1007.23315	0.007494698	74.7942	14.787201	0.013119115	0.014209108	0.016364647	0.020361004	0.018498354	0.015283219	0.004441443	0.002619538	0.002455448	0.002387273	0.001395299	0.000409653	4.706433927	0.708082096	-0.096558986	-0.119408185	-0.054824354	5.172338693	1.065154333	-0.360629186	0.075863625	-0.077358226	5.446060532	-0.266681807	0.009759926	0.018933178	-0.014828133	5.570458792	-0.133766212	0.063012873	-0.0326306	0.022530827	0.00377	0.00365	0.00532	0.00723	0.00537	0.00513	0.00456	0.00435	0.00435	0.003572222	0.00315	0.00286	0.002914545	0.003126667	0.003198	0.00327	0.00327	0.00327	0.003587999	0.00376	0.00376	0.003526364	0.00344	0.00344	0.003407	0.003234
